CHROM	Start	End	Strand	GeneID
chr1	44213471	44220673	+	ENSG00000178028
chr1	44221070	44355257	-	ENSG00000117419
chr1	44405255	44651723	+	ENSG00000187147
chr1	44653247	44674481	-	ENSG00000126106
chr1	44674714	44725591	+	ENSG00000198520
chr1	44739837	44767767	+	ENSG00000142945
chr1	44775540	44778779	+	ENSG00000142937
chr1	44783585	44788170	-	ENSG00000142959
chr1	44800377	44805990	+	ENSG00000173846
chr1	44805893	44807351	-	ENSG00000188396
chr1	44808523	44815585	+	ENSG00000222009
chr1	44821938	44843253	-	ENSG00000117425
chr1	44850522	44986595	-	ENSG00000070785
chr1	45002548	45011324	-	ENSG00000126107
chr1	45012254	45015575	+	ENSG00000126088
chr1	45016399	45206605	-	ENSG00000162415
chr1	45326895	45328710	+	ENSG00000186603
chr1	45329242	45339970	-	ENSG00000132781
chr1	45329262	45491155	-	ENSG00000288208
chr1	45340170	45343973	+	ENSG00000132773
chr1	45343883	45491163	-	ENSG00000070759
chr1	45493866	45500073	-	ENSG00000280670
chr1	45500300	45513382	+	ENSG00000132763
chr1	45511051	45521884	-	ENSG00000117450
chr1	45550826	45570049	+	ENSG00000117448
chr1	45584041	45618893	+	ENSG00000132780
chr1	45620044	45624054	-	ENSG00000159588
chr1	45627304	45686533	-	ENSG00000159592
chr1	45688181	45694436	+	ENSG00000159596
chr1	45698711	45750653	-	ENSG00000197429
chr1	45803612	46036122	+	ENSG00000086015
chr1	46040140	46132629	-	ENSG00000117461
chr1	46043661	46176488	-	ENSG00000278139
chr1	46175087	46185962	+	ENSG00000117472
chr1	46175486	46176488	-	ENSG00000250719
chr1	46188683	46198434	-	ENSG00000085998
chr1	46203334	46221256	+	ENSG00000171357
chr1	46247763	46278473	+	ENSG00000085999
chr1	46277462	46303616	-	ENSG00000132128
chr1	46303698	46316776	+	ENSG00000173660
chr1	46340807	46365018	+	ENSG00000117481
chr1	46394317	46413845	+	ENSG00000117480
chr1	46489836	46516216	+	ENSG00000197587
chr1	46532166	46535515	-	ENSG00000282881
chr1	46545641	46551647	-	ENSG00000162456
chr1	46557407	46604268	-	ENSG00000079277
chr1	46607719	46616811	-	ENSG00000142961
chr1	46632737	46668364	-	ENSG00000123472
chr1	46671854	46673594	+	ENSG00000186118
chr1	46675159	46719114	-	ENSG00000159658
chr1	46799046	46819413	+	ENSG00000142973
chr1	46929188	46941476	-	ENSG00000187048
chr1	47023669	47050751	+	ENSG00000186377
chr1	47067231	47118318	+	ENSG00000186160
chr1	47137441	47149727	+	ENSG00000162365
chr1	47183582	47190036	-	ENSG00000162366
chr1	47216291	47232225	-	ENSG00000162367
chr1	47250139	47314147	-	ENSG00000123473
chr1	47333790	47378839	+	ENSG00000162368
chr1	47416285	47418052	+	ENSG00000186790
chr1	47438044	47440691	+	ENSG00000186564
chr1	47760528	47997385	-	ENSG00000269113
chr1	48222716	48248638	+	ENSG00000117834
chr1	48295373	48472204	-	ENSG00000132122
chr1	48532854	50023954	-	ENSG00000186094
chr1	48727519	48776891	-	ENSG00000162373
chr1	50108920	50203772	+	ENSG00000162374
chr1	50417550	50423443	-	ENSG00000142700
chr1	50437028	50960267	-	ENSG00000185104
chr1	50970245	50974634	+	ENSG00000123080
chr1	51102228	51148086	+	ENSG00000204006
chr1	51236273	51273447	+	ENSG00000123091
chr1	51287258	51330562	-	ENSG00000085831
chr1	51354263	51519266	-	ENSG00000085832
chr1	51617092	51789219	+	ENSG00000117859
chr1	51789210	51878727	-	ENSG00000078618
chr1	51907956	51990700	-	ENSG00000169213
chr1	52020131	52055191	-	ENSG00000117862
chr1	52020153	52033350	-	ENSG00000285839
chr1	52032103	52033810	-	ENSG00000198841
chr1	52056295	52090716	+	ENSG00000134717
chr1	52142089	52346634	+	ENSG00000157077
chr1	52350597	52366205	-	ENSG00000154222
chr1	52372829	52404423	-	ENSG00000085840
chr1	52404602	52420836	+	ENSG00000134748
chr1	52423275	52553092	-	ENSG00000134744
chr1	52602371	52609051	+	ENSG00000116157
chr1	52633168	52657065	+	ENSG00000182183
chr1	52684449	52698347	-	ENSG00000162377
chr1	52726453	52827336	+	ENSG00000162378
chr1	52842760	52894998	+	ENSG00000203995
chr1	52895910	52921740	-	ENSG00000121310
chr1	52927276	53051698	+	ENSG00000116171
chr1	53062213	53085494	+	ENSG00000174348
chr1	53087183	53142638	-	ENSG00000162383
chr1	53196824	53214197	+	ENSG00000157184
chr1	53214099	53220634	-	ENSG00000162384
chr1	53226900	53238518	-	ENSG00000162385
chr1	53242364	53328070	-	ENSG00000157193
chr1	53459399	53467488	+	ENSG00000143006
chr1	53506239	53739164	-	ENSG00000174332
chr1	53765478	53838296	-	ENSG00000058804
chr1	53851733	53889797	-	ENSG00000058799
chr1	53894187	53911086	+	ENSG00000211452
chr1	53921561	53945699	-	ENSG00000081870
chr1	53946350	53968168	+	ENSG00000116212
chr1	54007298	54018186	-	ENSG00000203985
chr1	54026681	54053204	-	ENSG00000116209
chr1	54053608	54106082	+	ENSG00000116205
chr1	54132686	54196433	-	ENSG00000256407
chr1	54132687	54153000	-	ENSG00000157211
chr1	54169651	54200030	-	ENSG00000215883
chr1	54200167	54218383	+	ENSG00000116221
chr1	54225432	54406394	-	ENSG00000157216
chr1	54548228	54610329	+	ENSG00000162390
chr1	54609181	54623525	-	ENSG00000162391
chr1	54641786	54710266	+	ENSG00000184313
chr1	54641800	54742231	+	ENSG00000271723
chr1	54715861	54742657	+	ENSG00000243725
chr1	54756898	54764523	-	ENSG00000162396
chr1	54779712	54801323	-	ENSG00000006555
chr1	54806063	54842252	+	ENSG00000162398
chr1	54849627	54887195	-	ENSG00000116133
chr1	54980628	54992288	+	ENSG00000143001
chr1	54998933	55017172	+	ENSG00000162399
chr1	55039548	55064852	+	ENSG00000169174
chr1	55066359	55215364	-	ENSG00000162402
chr1	56248294	56524495	-	ENSG00000284686
chr1	56494761	56579563	-	ENSG00000162407
chr1	56645314	56715335	+	ENSG00000162409
chr1	56718789	56819404	-	ENSG00000187889
chr1	56854797	56918223	+	ENSG00000157131
chr1	56929207	56966015	-	ENSG00000021852
chr1	56994778	57424060	-	ENSG00000173406
chr1	58480719	58546726	-	ENSG00000162600
chr1	58575433	58577252	-	ENSG00000184292
chr1	58654743	58700062	-	ENSG00000162601
chr1	58780791	58784047	-	ENSG00000177606
chr1	59297094	59762730	+	ENSG00000172456
chr1	59814949	59876322	+	ENSG00000134709
chr1	59893308	59926773	-	ENSG00000134716
chr1	59990394	60073770	-	ENSG00000162598
chr1	61082561	61462788	+	ENSG00000162599
chr1	61681046	61725141	-	ENSG00000162604
chr1	61742480	62163915	+	ENSG00000132849
chr1	62194849	62212328	+	ENSG00000240563
chr1	62236165	62319434	-	ENSG00000132854
chr1	62437049	62451804	+	ENSG00000162607
chr1	62454726	62688386	-	ENSG00000116641
chr1	62597520	62606313	+	ENSG00000132855
chr1	62784132	62865516	+	ENSG00000125703
chr1	63322567	63325128	+	ENSG00000187140
chr1	63367627	63438553	+	ENSG00000088035
chr1	63440770	63523225	-	ENSG00000142856
chr1	63523525	63572693	+	ENSG00000203965
chr1	63593411	63660245	+	ENSG00000079739
chr1	63774017	64181498	+	ENSG00000185483
chr1	64203623	64267368	+	ENSG00000177414
chr1	64470129	64693053	+	ENSG00000158966
chr1	64745075	64833232	+	ENSG00000162437
chr1	64833229	64966549	-	ENSG00000162434
chr1	65148203	65232145	+	ENSG00000162433
chr1	65309543	65415871	+	ENSG00000116675
chr1	65420668	65436007	+	ENSG00000213625
chr1	65420668	65641559	+	ENSG00000116678
chr1	65792895	66374574	+	ENSG00000184588
chr1	66534153	66751139	+	ENSG00000118473
chr1	66752459	66779047	+	ENSG00000152760
chr1	66797740	66801276	-	ENSG00000172410
chr1	66812885	66924856	-	ENSG00000152763
chr1	66924990	66988619	+	ENSG00000198160
chr1	66999350	67054148	-	ENSG00000116704
chr1	67092165	67134970	-	ENSG00000203963
chr1	67166454	67259979	+	ENSG00000162594
chr1	67307873	67398724	+	ENSG00000081985
chr1	67407810	67430402	-	ENSG00000142864
chr1	67685201	67688334	+	ENSG00000116717
chr1	67701475	67833467	-	ENSG00000172380
chr1	68045962	68050627	-	ENSG00000162595
chr1	68125360	68232523	-	ENSG00000116729
chr1	68428822	68449954	-	ENSG00000116745
chr1	68474152	68497082	-	ENSG00000024526
chr1	69567922	70144364	+	ENSG00000033122
chr1	70144805	70205579	-	ENSG00000066557
chr1	70221380	70253052	+	ENSG00000116754
chr1	70258999	70354722	-	ENSG00000118454
chr1	70411268	70439851	+	ENSG00000116761
chr1	70970782	71047816	-	ENSG00000050628
chr1	71063291	71081035	-	ENSG00000132485
chr1	71395943	72282539	-	ENSG00000172260
chr1	74026015	74198176	-	ENSG00000162620
chr1	74198235	74543982	+	ENSG00000259030
chr1	74198242	74208702	+	ENSG00000254685
chr1	74235387	74544428	+	ENSG00000116783
chr1	74469376	74512611	-	ENSG00000162621
chr1	74568123	74673792	-	ENSG00000178965
chr1	74705486	74733050	-	ENSG00000116791
chr1	74733152	74766677	+	ENSG00000162623
chr1	75134388	75161533	+	ENSG00000162624
chr1	75202129	75611114	-	ENSG00000137968
chr1	75724709	75763679	+	ENSG00000117054
chr1	75786256	75795086	+	ENSG00000137955
chr1	75796882	75913242	+	ENSG00000057468
chr1	75918873	75932404	-	ENSG00000154007
chr1	76074746	76634603	+	ENSG00000184005
chr1	76867480	77067546	+	ENSG00000117069
chr1	77088989	77219430	-	ENSG00000142892
chr1	77282019	77559966	+	ENSG00000154027
chr1	77562416	77682658	-	ENSG00000036549
chr1	77695987	77759852	-	ENSG00000077254
chr1	77779649	77879540	+	ENSG00000180488
chr1	77888624	77943895	+	ENSG00000162614
chr1	77944055	77979072	-	ENSG00000162613
chr1	78004939	78017964	+	ENSG00000162616
chr1	78045966	78138444	+	ENSG00000137960
chr1	78490974	78540701	+	ENSG00000122420
chr1	78620448	78646145	+	ENSG00000137959
chr1	78649831	78664073	+	ENSG00000137965
chr1	78889764	79006730	-	ENSG00000162618
chr1	81800934	81993932	+	ENSG00000117114
chr1	83865024	83999132	-	ENSG00000137941
chr1	84144271	84238498	+	ENSG00000142875
chr1	84301708	84350798	+	ENSG00000203943
chr1	84398484	84415018	+	ENSG00000137976
chr1	84479266	84498352	+	ENSG00000117133
chr1	84498325	84506581	-	ENSG00000174021
chr1	84506386	84567379	+	ENSG00000122432
chr1	84549611	84574440	-	ENSG00000117151
chr1	84643706	84690461	-	ENSG00000117155
chr1	84811602	84893206	-	ENSG00000171517
chr1	84925583	84997113	-	ENSG00000153898
chr1	85062327	85133138	+	ENSG00000162643
chr1	85018082	85048500	-	ENSG00000055732
chr1	85156889	85201016	-	ENSG00000097096
chr1	85249953	85259662	-	ENSG00000162642
chr1	85265776	85276632	-	ENSG00000142867
chr1	85318485	85465159	-	ENSG00000153904
chr1	85580761	85583950	+	ENSG00000142871
chr1	85649417	85708433	-	ENSG00000117174
chr1	85729233	86156772	-	ENSG00000171502
chr1	86346837	86396323	-	ENSG00000122417
chr1	86424171	86456553	+	ENSG00000137975
chr1	86468927	86500259	+	ENSG00000016490
chr1	86547078	86580754	+	ENSG00000016602
chr1	86704576	86748184	+	ENSG00000097033
chr1	86862445	86914126	-	ENSG00000183291
chr1	86914635	87109982	+	ENSG00000153936
chr1	86993009	87169204	+	ENSG00000267561
chr1	87328880	87348923	+	ENSG00000143013
chr1	88684273	88836255	+	ENSG00000065243
chr1	88852633	88891567	-	ENSG00000137947
chr1	88935779	88992629	-	ENSG00000137944
chr1	88979456	88992629	-	ENSG00000213516
chr1	89006680	89022866	-	ENSG00000117226
chr1	89052319	89065208	-	ENSG00000117228
chr1	89106132	89126114	-	ENSG00000162645
chr1	89131742	89176003	-	ENSG00000213512
chr1	89181144	89198942	-	ENSG00000162654
chr1	89256189	89272860	-	ENSG00000154451
chr1	89364059	89388160	+	ENSG00000183347
chr1	89524829	89597861	+	ENSG00000197147
chr1	89579592	89579654	+	ENSG00000288629
chr1	89633120	89719533	+	ENSG00000171488
chr1	89633140	89933250	+	ENSG00000271949
chr1	89821032	89936611	+	ENSG00000171492
chr1	89995110	90035533	+	ENSG00000162664
chr1	90711539	90717302	-	ENSG00000143032
chr1	90915304	91022035	-	ENSG00000122482
chr1	91260766	91404837	-	ENSG00000162669
chr1	91500851	91525764	+	ENSG00000097046
chr1	91680343	91886151	-	ENSG00000069702
chr1	91949401	92014421	+	ENSG00000137948
chr1	92029985	92063538	+	ENSG00000172031
chr1	92074533	92075411	-	ENSG00000230667
chr1	92080345	92184723	+	ENSG00000189195
chr1	92217915	92245813	+	ENSG00000203910
chr1	92246402	92298987	-	ENSG00000174842
chr1	92299059	92402056	+	ENSG00000122484
chr1	92473043	92486925	-	ENSG00000162676
chr1	92508696	92785108	-	ENSG00000067208
chr1	92832040	92841924	+	ENSG00000122406
chr1	92842167	92961462	-	ENSG00000154511
chr1	93079283	93139076	+	ENSG00000143033
chr1	93149742	93180413	-	ENSG00000117500
chr1	93180724	93278730	+	ENSG00000122483
chr1	93345907	93369493	+	ENSG00000117505
chr1	93448118	93554661	+	ENSG00000137942
chr1	93561741	93681837	-	ENSG00000137936
chr1	93866284	93879206	-	ENSG00000067334
chr1	93885199	93909430	-	ENSG00000023909
chr1	93992834	94121148	-	ENSG00000198691
chr1	94168905	94237584	-	ENSG00000137962
chr1	94418389	94518663	+	ENSG00000117528
chr1	94529173	94541759	-	ENSG00000117525
chr1	94820357	94895246	+	ENSG00000143036
chr1	94896957	94927110	-	ENSG00000117519
chr1	94974405	95072951	-	ENSG00000172339
chr1	95117355	95197607	+	ENSG00000152078
chr1	95117923	95244955	+	ENSG00000271092
chr1	95234210	95247225	+	ENSG00000122481
chr1	96721784	96815049	+	ENSG00000117569
chr1	97077743	97921034	-	ENSG00000188641
chr1	98661721	98760500	+	ENSG00000162627
chr1	98890245	99004861	-	ENSG00000117598
chr1	99264492	99309584	+	ENSG00000117600
chr1	99646113	99694535	+	ENSG00000099260
chr1	99703970	99766635	-	ENSG00000156869
chr1	99850361	99924020	+	ENSG00000162688
chr1	99969996	100035634	+	ENSG00000117620
chr1	99970018	100082494	+	ENSG00000283761
chr1	100038095	100083377	+	ENSG00000156875
chr1	100083570	100132930	-	ENSG00000156876
chr1	100133163	100150496	+	ENSG00000122435
chr1	100148448	100178256	-	ENSG00000122477
chr1	100186919	100249834	-	ENSG00000137992
chr1	100266216	100292769	+	ENSG00000137996
chr1	100352506	100520277	+	ENSG00000079335
chr1	100538139	100542021	+	ENSG00000181656
chr1	100719742	100739045	+	ENSG00000162692
chr1	100872391	100894842	-	ENSG00000162694
chr1	100896090	100981757	+	ENSG00000162695
chr1	100989623	101025784	-	ENSG00000117543
chr1	101237019	101241518	+	ENSG00000170989
chr1	101802560	101996926	-	ENSG00000118733
chr1	102876473	103108522	-	ENSG00000060718
chr1	103525699	103555239	+	ENSG00000185946
chr1	103571589	103579534	+	ENSG00000240038
chr1	103617427	103625780	+	ENSG00000243480
chr1	103655760	103664554	+	ENSG00000237763
chr1	103687415	103696210	-	ENSG00000174876
chr1	103749898	103758692	+	ENSG00000187733
chr1	107056674	107059294	+	ENSG00000198890
chr1	107141039	107484923	+	ENSG00000162631
chr1	107571161	107965180	-	ENSG00000134215
chr1	108134043	108200343	-	ENSG00000085491
chr1	108222464	108244076	-	ENSG00000196427
chr1	108450343	108471920	+	ENSG00000186086
chr1	108560100	108639322	+	ENSG00000162636
chr1	108648295	108661093	-	ENSG00000162639
chr1	108692310	108702928	+	ENSG00000134186
chr1	108712908	108742749	+	ENSG00000143107
chr1	108746674	108809523	+	ENSG00000116266
chr1	108815901	108857094	-	ENSG00000162641
chr1	108876985	108934545	+	ENSG00000121957
chr1	108929505	108963484	-	ENSG00000121940
chr1	108970214	109042102	-	ENSG00000085433
chr1	109064140	109076003	-	ENSG00000197780
chr1	109090764	109096934	+	ENSG00000215717
chr1	109105951	109112747	-	ENSG00000179902
chr1	109114115	109206781	+	ENSG00000116299
chr1	109213918	109238182	+	ENSG00000031698
chr1	109249539	109275751	+	ENSG00000143126
chr1	109279556	109283145	-	ENSG00000134222
chr1	109292365	109307011	-	ENSG00000221986
chr1	109309575	109397918	-	ENSG00000134243
chr1	109399042	109426448	-	ENSG00000143106
chr1	109466546	109482134	+	ENSG00000143028
chr1	109483905	109492734	+	ENSG00000162650
chr1	109494094	109500435	+	ENSG00000174151
chr1	109504178	109509727	-	ENSG00000181754
chr1	109539872	109547260	+	ENSG00000156097
chr1	109548615	109600195	+	ENSG00000065135
chr1	109603091	109619616	-	ENSG00000134183
chr1	109619837	109632051	+	ENSG00000116337
chr1	109656099	109661700	+	ENSG00000168765
chr1	109668057	109675286	+	ENSG00000213366
chr1	109687817	109693745	+	ENSG00000134184
chr1	109712251	109718268	+	ENSG00000134201
chr1	109733937	109741038	-	ENSG00000134202
chr1	109750080	109763923	-	ENSG00000198758
chr1	109910849	109930992	+	ENSG00000184371
chr1	109984765	110023742	+	ENSG00000168710
chr1	110034624	110054641	+	ENSG00000143093
chr1	110059870	110070672	-	ENSG00000156150
chr1	110112443	110113947	+	ENSG00000186150
chr1	110150494	110202202	+	ENSG00000197106
chr1	110210314	110234044	+	ENSG00000116396
chr1	110339377	110346677	+	ENSG00000162775
chr1	110362857	110391026	-	ENSG00000168679
chr1	110401253	110407694	-	ENSG00000134248
chr1	110451149	110457358	+	ENSG00000143125
chr1	110517217	110519175	-	ENSG00000143105
chr1	110593580	110606358	-	ENSG00000177301
chr1	110672465	110674940	-	ENSG00000177272
chr1	110873148	110899922	+	ENSG00000143119
chr1	110947190	110963922	-	ENSG00000121931
chr1	111117163	111140093	-	ENSG00000156171
chr1	111140223	111185104	+	ENSG00000134255
chr1	111185969	111200646	-	ENSG00000162777
chr1	111227713	111243440	+	ENSG00000064886
chr1	111290851	111320563	+	ENSG00000134216
chr1	111346622	111353013	+	ENSG00000173947
chr1	111414319	111427735	-	ENSG00000085465
chr1	111439890	111449256	-	ENSG00000116455
chr1	111449464	111462773	+	ENSG00000116459
chr1	111473984	111478512	+	ENSG00000143110
chr1	111483348	111503633	-	ENSG00000121933
chr1	111499429	111503633	-	ENSG00000282608
chr1	111619789	111716691	+	ENSG00000116473
chr1	111722064	111739395	-	ENSG00000197852
chr1	111755901	111768000	+	ENSG00000064703
chr1	111770662	111989668	-	ENSG00000171385
chr1	112396214	112461164	+	ENSG00000143079
chr1	112508965	112530165	+	ENSG00000134245
chr1	112523514	112619141	-	ENSG00000007341
chr1	112619832	112671616	+	ENSG00000116489
chr1	112674659	112700739	+	ENSG00000155363
chr1	112701131	112707127	-	ENSG00000155366
chr1	112702648	112711355	-	ENSG00000271810
chr1	112709998	112715332	-	ENSG00000155367
chr1	112718905	112727235	+	ENSG00000184599
chr1	112911847	112956196	-	ENSG00000155380
chr1	113073198	113132260	+	ENSG00000198799
chr1	113390515	113685923	+	ENSG00000081026
chr1	113696831	113759486	-	ENSG00000116793
chr1	113761832	113812476	-	ENSG00000081019
chr1	113813811	113871712	-	ENSG00000134242
chr1	113876816	113887581	-	ENSG00000188761
chr1	113894194	113904799	-	ENSG00000134262
chr1	113905326	113914086	+	ENSG00000118655
chr1	113929324	113977869	+	ENSG00000163349
chr1	113979474	113982253	+	ENSG00000116774
chr1	114089292	114153869	-	ENSG00000134207
chr1	114392790	114511203	-	ENSG00000197323
chr1	114567557	114581615	-	ENSG00000116752
chr1	114582850	114670049	-	ENSG00000175984
chr1	114673098	114695546	-	ENSG00000116748
chr1	114704469	114716771	-	ENSG00000213281
chr1	114716916	114757984	-	ENSG00000009307
chr1	114769479	114780685	-	ENSG00000052723
chr1	114854863	114995370	+	ENSG00000198765
chr1	115029826	115034302	+	ENSG00000134200
chr1	115048011	115089503	-	ENSG00000134198
chr1	115285917	115338249	-	ENSG00000134259
chr1	115641970	115698221	+	ENSG00000173218
chr1	115700021	115768714	-	ENSG00000118729
chr1	115836377	115841126	-	ENSG00000177551
chr1	115976513	116070054	+	ENSG00000163393
chr1	116111399	116138149	+	ENSG00000173212
chr1	116373244	116404774	+	ENSG00000163399
chr1	116514534	116571026	-	ENSG00000116815
chr1	116574408	116667733	-	ENSG00000143061
chr1	116754430	116769229	+	ENSG00000116824
chr1	116909916	116990353	+	ENSG00000134247
chr1	117001760	117036552	+	ENSG00000134256
chr1	117060326	117107453	+	ENSG00000116830
chr1	117111060	117121749	-	ENSG00000134253
chr1	117143587	117210927	-	ENSG00000134258
chr1	117367449	117528872	+	ENSG00000198162
chr1	117606048	117628389	+	ENSG00000183508
chr1	117863485	117929621	-	ENSG00000196505
chr1	117929739	117966543	+	ENSG00000065183
chr1	117953590	118185228	-	ENSG00000155761
chr1	118883047	118988343	-	ENSG00000092607
chr1	119031216	119140653	-	ENSG00000116874
chr1	119368785	119394130	+	ENSG00000116882
chr1	119415150	119423034	+	ENSG00000203859
chr1	119507210	119515054	+	ENSG00000203857
chr1	119619377	119648266	-	ENSG00000143067
chr1	119711934	119744215	+	ENSG00000092621
chr1	119748002	119768905	-	ENSG00000134240
chr1	119794017	119811460	-	ENSG00000134193
chr1	119893533	119896515	-	ENSG00000134249
chr1	119911553	120069662	-	ENSG00000134250
chr1	120150898	120176520	-	ENSG00000265808
chr1	120415035	120469676	+	ENSG00000270231
chr1	120723945	120794851	+	ENSG00000286106
chr1	120723949	120840619	+	ENSG00000273136
chr1	120889771	120890530	+	ENSG00000263353
chr1	121167646	121184340	-	ENSG00000188610
chr1	121184975	121392874	+	ENSG00000171943
chr1	143905510	143905977	-	ENSG00000273213
chr1	143955287	143971986	-	ENSG00000263513
chr1	144372875	144373634	-	ENSG00000271567
chr1	144421390	144461669	-	ENSG00000266338
chr1	144592893	144593652	+	ENSG00000279782
chr1	144887288	145095328	-	ENSG00000196369
chr1	145095974	145112696	+	ENSG00000215784
chr1	145241415	145242174	-	ENSG00000289549
chr1	145290005	145425603	-	ENSG00000162825
chr1	145607988	145670650	+	ENSG00000117262
chr1	145670985	145707368	-	ENSG00000174827
chr1	145719499	145739288	+	ENSG00000117281
chr1	145738868	145824095	-	ENSG00000265491
chr1	145824200	145844402	+	ENSG00000186141
chr1	145845630	145848954	+	ENSG00000186364
chr1	145848522	145859081	-	ENSG00000131788
chr1	145866564	145885866	-	ENSG00000198483
